subscription_id,user_id,plan,price,billing_date,status,churn_date,churn_reason
195_202404,195,Premium,19.99,2024-04-22,active,,
195_202405,195,Premium,19.99,2024-05-22,active,,
195_202406,195,Premium,19.99,2024-06-21,active,,
196_202306,196,Family,24.99,2023-06-16,active,,
196_202307,196,Family,24.99,2023-07-16,active,,
196_202308,196,Family,24.99,2023-08-15,active,,
196_202309,196,Family,24.99,2023-09-14,active,,
196_202310,196,Family,24.99,2023-10-14,active,,
196_202311,196,Family,24.99,2023-11-13,active,,
196_202312,196,Family,24.99,2023-12-13,active,,
196_202401,196,Family,24.99,2024-01-12,active,,
196_202402,196,Family,24.99,2024-02-11,active,,
196_202403,196,Family,24.99,2024-03-12,active,,
196_202404,196,Family,24.99,2024-04-11,active,,
196_202405,196,Family,24.99,2024-05-11,active,,
197_202302,197,Premium,19.99,2023-02-24,active,,
197_202303,197,Premium,19.99,2023-03-26,active,,
197_202304,197,Premium,19.99,2023-04-25,active,,
197_202305,197,Premium,19.99,2023-05-25,active,,
197_202306,197,Premium,19.99,2023-06-24,active,,
198_202306,198,Basic,9.99,2023-06-23,active,,
198_202307,198,Basic,9.99,2023-07-23,active,,
198_202308,198,Basic,9.99,2023-08-22,active,,
198_202309,198,Basic,9.99,2023-09-21,active,,
198_202310,198,Basic,9.99,2023-10-21,active,,
198_202311,198,Basic,9.99,2023-11-20,active,,
198_202312,198,Basic,9.99,2023-12-20,active,,
198_202401,198,Basic,9.99,2024-01-19,active,,
198_202402,198,Basic,9.99,2024-02-18,active,,
198_202403,198,Basic,9.99,2024-03-19,active,,
198_202404,198,Basic,9.99,2024-04-18,active,,
198_202405,198,Basic,9.99,2024-05-18,active,,
199_202306,199,Basic,9.99,2023-06-29,active,,
199_202307,199,Basic,9.99,2023-07-29,active,,
199_202308,199,Basic,9.99,2023-08-28,active,,
199_202309,199,Basic,9.99,2023-09-27,active,,
199_202310,199,Basic,9.99,2023-10-27,active,,
199_202311,199,Basic,9.99,2023-11-26,active,,
199_202312,199,Basic,9.99,2023-12-26,active,,
199_202401,199,Basic,9.99,2024-01-25,active,,
199_202402,199,Basic,9.99,2024-02-24,active,,
200_202304,200,Basic,9.99,2023-04-12,active,,
200_202305,200,Basic,9.99,2023-05-12,active,,
200_202306,200,Basic,9.99,2023-06-11,active,,
200_202307,200,Basic,9.99,2023-07-11,active,,
200_202308,200,Basic,9.99,2023-08-10,active,,
200_202309,200,Basic,9.99,2023-09-09,active,,
200_202310,200,Basic,9.99,2023-10-09,active,,
200_202311,200,Basic,9.99,2023-11-08,active,,
200_202312,200,Basic,9.99,2023-12-08,churned,2023-12-14,Technical Issues
201_202309,201,Family,24.99,2023-09-10,active,,
201_202310,201,Family,24.99,2023-10-10,active,,
201_202311,201,Family,24.99,2023-11-09,active,,
201_202312,201,Family,24.99,2023-12-09,active,,
201_202401,201,Family,24.99,2024-01-08,active,,
201_202402,201,Family,24.99,2024-02-07,active,,
201_202403,201,Family,24.99,2024-03-08,active,,
201_202404,201,Family,24.99,2024-04-07,active,,
201_202405,201,Family,24.99,2024-05-07,active,,
202_202308,202,Family,24.99,2023-08-14,active,,
202_202309,202,Family,24.99,2023-09-13,active,,
202_202310,202,Family,24.99,2023-10-13,active,,
202_202311,202,Family,24.99,2023-11-12,active,,
202_202312,202,Family,24.99,2023-12-12,active,,
202_202401,202,Family,24.99,2024-01-11,active,,
202_202402,202,Family,24.99,2024-02-10,active,,
203_202301,203,Premium,19.99,2023-01-29,active,,
203_202302,203,Premium,19.99,2023-02-28,active,,
203_202303,203,Premium,19.99,2023-03-30,active,,
203_202304,203,Premium,19.99,2023-04-29,active,,
203_202305,203,Premium,19.99,2023-05-29,active,,
203_202306,203,Premium,19.99,2023-06-28,active,,
203_202307,203,Premium,19.99,2023-07-28,active,,
203_202308,203,Premium,19.99,2023-08-27,active,,
203_202309,203,Premium,19.99,2023-09-26,active,,
204_202301,204,Basic,9.99,2023-01-30,active,,
204_202303,204,Basic,9.99,2023-03-01,active,,
204_202303,204,Basic,9.99,2023-03-31,active,,
204_202304,204,Basic,9.99,2023-04-30,active,,
204_202305,204,Basic,9.99,2023-05-30,churned,2023-06-06,Price
205_202310,205,Basic,9.99,2023-10-25,active,,
205_202311,205,Basic,9.99,2023-11-24,active,,
205_202312,205,Basic,9.99,2023-12-24,active,,
205_202401,205,Basic,9.99,2024-01-23,active,,
205_202402,205,Basic,9.99,2024-02-22,active,,
205_202403,205,Basic,9.99,2024-03-23,active,,
206_202309,206,Standard,14.99,2023-09-01,active,,
206_202310,206,Standard,14.99,2023-10-01,active,,
206_202310,206,Standard,14.99,2023-10-31,active,,
206_202311,206,Standard,14.99,2023-11-30,active,,
206_202312,206,Standard,14.99,2023-12-30,active,,
206_202401,206,Standard,14.99,2024-01-29,active,,
206_202402,206,Standard,14.99,2024-02-28,active,,
206_202403,206,Standard,14.99,2024-03-29,active,,
206_202404,206,Standard,14.99,2024-04-28,active,,
206_202405,206,Standard,14.99,2024-05-28,active,,
207_202302,207,Standard,14.99,2023-02-13,active,,
207_202303,207,Standard,14.99,2023-03-15,active,,
207_202304,207,Standard,14.99,2023-04-14,active,,
207_202305,207,Standard,14.99,2023-05-14,active,,
207_202306,207,Standard,14.99,2023-06-13,active,,
207_202307,207,Standard,14.99,2023-07-13,active,,
207_202308,207,Standard,14.99,2023-08-12,active,,
207_202309,207,Standard,14.99,2023-09-11,active,,
207_202310,207,Standard,14.99,2023-10-11,active,,
208_202309,208,Standard,14.99,2023-09-26,active,,
208_202310,208,Standard,14.99,2023-10-26,active,,
208_202311,208,Standard,14.99,2023-11-25,active,,
208_202312,208,Standard,14.99,2023-12-25,active,,
209_202307,209,Family,24.99,2023-07-29,active,,
209_202308,209,Family,24.99,2023-08-28,active,,
209_202309,209,Family,24.99,2023-09-27,active,,
209_202310,209,Family,24.99,2023-10-27,active,,
209_202311,209,Family,24.99,2023-11-26,active,,
210_202302,210,Basic,9.99,2023-02-18,active,,
210_202303,210,Basic,9.99,2023-03-20,active,,
210_202304,210,Basic,9.99,2023-04-19,active,,
210_202305,210,Basic,9.99,2023-05-19,active,,
211_202302,211,Standard,14.99,2023-02-11,active,,
211_202303,211,Standard,14.99,2023-03-13,active,,
211_202304,211,Standard,14.99,2023-04-12,active,,
211_202305,211,Standard,14.99,2023-05-12,active,,
211_202306,211,Standard,14.99,2023-06-11,active,,
211_202307,211,Standard,14.99,2023-07-11,active,,
211_202308,211,Standard,14.99,2023-08-10,active,,
211_202309,211,Standard,14.99,2023-09-09,active,,
211_202310,211,Standard,14.99,2023-10-09,active,,
211_202311,211,Standard,14.99,2023-11-08,active,,
212_202311,212,Family,24.99,2023-11-01,active,,
212_202312,212,Family,24.99,2023-12-01,active,,
212_202312,212,Family,24.99,2023-12-31,active,,
213_202312,213,Standard,14.99,2023-12-10,active,,
213_202401,213,Standard,14.99,2024-01-09,active,,
213_202402,213,Standard,14.99,2024-02-08,active,,
213_202403,213,Standard,14.99,2024-03-09,active,,
213_202404,213,Standard,14.99,2024-04-08,active,,
213_202405,213,Standard,14.99,2024-05-08,active,,
214_202307,214,Family,24.99,2023-07-05,active,,
214_202308,214,Family,24.99,2023-08-04,active,,
214_202309,214,Family,24.99,2023-09-03,active,,
215_202303,215,Basic,9.99,2023-03-12,active,,
215_202304,215,Basic,9.99,2023-04-11,active,,
215_202305,215,Basic,9.99,2023-05-11,active,,
215_202306,215,Basic,9.99,2023-06-10,active,,
215_202307,215,Basic,9.99,2023-07-10,active,,
215_202308,215,Basic,9.99,2023-08-09,active,,
215_202309,215,Basic,9.99,2023-09-08,active,,
215_202310,215,Basic,9.99,2023-10-08,active,,
215_202311,215,Basic,9.99,2023-11-07,active,,
216_202303,216,Family,24.99,2023-03-09,active,,
216_202304,216,Family,24.99,2023-04-08,active,,
216_202305,216,Family,24.99,2023-05-08,active,,
216_202306,216,Family,24.99,2023-06-07,active,,
216_202307,216,Family,24.99,2023-07-07,active,,
216_202308,216,Family,24.99,2023-08-06,active,,
216_202309,216,Family,24.99,2023-09-05,active,,
216_202310,216,Family,24.99,2023-10-05,active,,
216_202311,216,Family,24.99,2023-11-04,active,,
216_202312,216,Family,24.99,2023-12-04,active,,
216_202401,216,Family,24.99,2024-01-03,active,,
216_202402,216,Family,24.99,2024-02-02,active,,
217_202308,217,Premium,19.99,2023-08-13,active,,
217_202309,217,Premium,19.99,2023-09-12,active,,
217_202310,217,Premium,19.99,2023-10-12,active,,
218_202305,218,Family,24.99,2023-05-26,active,,
218_202306,218,Family,24.99,2023-06-25,active,,
218_202307,218,Family,24.99,2023-07-25,active,,
218_202308,218,Family,24.99,2023-08-24,active,,
218_202309,218,Family,24.99,2023-09-23,active,,
218_202310,218,Family,24.99,2023-10-23,active,,
218_202311,218,Family,24.99,2023-11-22,active,,
218_202312,218,Family,24.99,2023-12-22,active,,
218_202401,218,Family,24.99,2024-01-21,active,,
218_202402,218,Family,24.99,2024-02-20,active,,
218_202403,218,Family,24.99,2024-03-21,active,,
219_202304,219,Family,24.99,2023-04-10,active,,
219_202305,219,Family,24.99,2023-05-10,active,,
219_202306,219,Family,24.99,2023-06-09,active,,
219_202307,219,Family,24.99,2023-07-09,active,,
219_202308,219,Family,24.99,2023-08-08,active,,
219_202309,219,Family,24.99,2023-09-07,active,,
220_202309,220,Basic,9.99,2023-09-15,active,,
220_202310,220,Basic,9.99,2023-10-15,active,,
220_202311,220,Basic,9.99,2023-11-14,active,,
220_202312,220,Basic,9.99,2023-12-14,active,,
220_202401,220,Basic,9.99,2024-01-13,active,,
220_202402,220,Basic,9.99,2024-02-12,active,,
220_202403,220,Basic,9.99,2024-03-13,active,,
220_202404,220,Basic,9.99,2024-04-12,active,,
220_202405,220,Basic,9.99,2024-05-12,active,,
221_202311,221,Basic,9.99,2023-11-25,active,,
221_202312,221,Basic,9.99,2023-12-25,active,,
221_202401,221,Basic,9.99,2024-01-24,active,,
221_202402,221,Basic,9.99,2024-02-23,active,,
221_202403,221,Basic,9.99,2024-03-24,active,,
221_202404,221,Basic,9.99,2024-04-23,active,,
221_202405,221,Basic,9.99,2024-05-23,active,,
222_202303,222,Family,24.99,2023-03-24,active,,
222_202304,222,Family,24.99,2023-04-23,active,,
222_202305,222,Family,24.99,2023-05-23,active,,
222_202306,222,Family,24.99,2023-06-22,active,,
222_202307,222,Family,24.99,2023-07-22,active,,
222_202308,222,Family,24.99,2023-08-21,active,,
222_202309,222,Family,24.99,2023-09-20,active,,
222_202310,222,Family,24.99,2023-10-20,active,,
222_202311,222,Family,24.99,2023-11-19,active,,
222_202312,222,Family,24.99,2023-12-19,churned,2024-01-08,Competition
223_202308,223,Family,24.99,2023-08-19,active,,
223_202309,223,Family,24.99,2023-09-18,active,,
223_202310,223,Family,24.99,2023-10-18,active,,
223_202311,223,Family,24.99,2023-11-17,active,,
223_202312,223,Family,24.99,2023-12-17,active,,
223_202401,223,Family,24.99,2024-01-16,active,,
223_202402,223,Family,24.99,2024-02-15,active,,
223_202403,223,Family,24.99,2024-03-16,active,,
223_202404,223,Family,24.99,2024-04-15,churned,2024-04-25,Content
224_202307,224,Family,24.99,2023-07-17,active,,
224_202308,224,Family,24.99,2023-08-16,active,,
224_202309,224,Family,24.99,2023-09-15,active,,
224_202310,224,Family,24.99,2023-10-15,active,,
224_202311,224,Family,24.99,2023-11-14,active,,
224_202312,224,Family,24.99,2023-12-14,active,,
224_202401,224,Family,24.99,2024-01-13,active,,
224_202402,224,Family,24.99,2024-02-12,active,,
225_202311,225,Standard,14.99,2023-11-29,active,,
225_202312,225,Standard,14.99,2023-12-29,active,,
225_202401,225,Standard,14.99,2024-01-28,active,,
225_202402,225,Standard,14.99,2024-02-27,active,,
225_202403,225,Standard,14.99,2024-03-28,active,,
225_202404,225,Standard,14.99,2024-04-27,active,,
225_202405,225,Standard,14.99,2024-05-27,active,,
225_202406,225,Standard,14.99,2024-06-26,active,,
225_202407,225,Standard,14.99,2024-07-26,active,,
225_202408,225,Standard,14.99,2024-08-25,active,,
225_202409,225,Standard,14.99,2024-09-24,active,,
225_202410,225,Standard,14.99,2024-10-24,active,,
226_202303,226,Premium,19.99,2023-03-13,active,,
226_202304,226,Premium,19.99,2023-04-12,active,,
226_202305,226,Premium,19.99,2023-05-12,active,,
226_202306,226,Premium,19.99,2023-06-11,active,,
226_202307,226,Premium,19.99,2023-07-11,active,,
226_202308,226,Premium,19.99,2023-08-10,active,,
226_202309,226,Premium,19.99,2023-09-09,active,,
226_202310,226,Premium,19.99,2023-10-09,active,,
226_202311,226,Premium,19.99,2023-11-08,active,,
226_202312,226,Premium,19.99,2023-12-08,active,,
226_202401,226,Premium,19.99,2024-01-07,active,,
226_202402,226,Premium,19.99,2024-02-06,active,,
227_202305,227,Family,24.99,2023-05-12,active,,
227_202306,227,Family,24.99,2023-06-11,active,,
227_202307,227,Family,24.99,2023-07-11,active,,
227_202308,227,Family,24.99,2023-08-10,active,,
227_202309,227,Family,24.99,2023-09-09,active,,
228_202305,228,Family,24.99,2023-05-02,active,,
228_202306,228,Family,24.99,2023-06-01,active,,
228_202307,228,Family,24.99,2023-07-01,active,,
228_202307,228,Family,24.99,2023-07-31,active,,
228_202308,228,Family,24.99,2023-08-30,active,,
228_202309,228,Family,24.99,2023-09-29,active,,
228_202310,228,Family,24.99,2023-10-29,active,,
228_202311,228,Family,24.99,2023-11-28,active,,
228_202312,228,Family,24.99,2023-12-28,active,,
229_202302,229,Premium,19.99,2023-02-26,active,,
229_202303,229,Premium,19.99,2023-03-28,active,,
229_202304,229,Premium,19.99,2023-04-27,active,,
229_202305,229,Premium,19.99,2023-05-27,active,,
229_202306,229,Premium,19.99,2023-06-26,active,,
229_202307,229,Premium,19.99,2023-07-26,active,,
229_202308,229,Premium,19.99,2023-08-25,active,,
229_202309,229,Premium,19.99,2023-09-24,active,,
229_202310,229,Premium,19.99,2023-10-24,active,,
229_202311,229,Premium,19.99,2023-11-23,active,,
230_202308,230,Standard,14.99,2023-08-08,active,,
230_202309,230,Standard,14.99,2023-09-07,active,,
230_202310,230,Standard,14.99,2023-10-07,active,,
230_202311,230,Standard,14.99,2023-11-06,active,,
230_202312,230,Standard,14.99,2023-12-06,active,,
230_202401,230,Standard,14.99,2024-01-05,active,,
230_202402,230,Standard,14.99,2024-02-04,active,,
230_202403,230,Standard,14.99,2024-03-05,active,,
230_202404,230,Standard,14.99,2024-04-04,active,,
230_202405,230,Standard,14.99,2024-05-04,active,,
230_202406,230,Standard,14.99,2024-06-03,active,,
230_202407,230,Standard,14.99,2024-07-03,active,,
231_202312,231,Basic,9.99,2023-12-09,active,,
231_202401,231,Basic,9.99,2024-01-08,active,,
231_202402,231,Basic,9.99,2024-02-07,active,,
231_202403,231,Basic,9.99,2024-03-08,active,,
231_202404,231,Basic,9.99,2024-04-07,active,,
231_202405,231,Basic,9.99,2024-05-07,active,,
231_202406,231,Basic,9.99,2024-06-06,active,,
231_202407,231,Basic,9.99,2024-07-06,active,,
231_202408,231,Basic,9.99,2024-08-05,active,,
231_202409,231,Basic,9.99,2024-09-04,churned,2024-09-11,Content
232_202301,232,Family,24.99,2023-01-23,active,,
232_202302,232,Family,24.99,2023-02-22,active,,
232_202303,232,Family,24.99,2023-03-24,active,,
232_202304,232,Family,24.99,2023-04-23,active,,
233_202306,233,Family,24.99,2023-06-26,active,,
233_202307,233,Family,24.99,2023-07-26,active,,
233_202308,233,Family,24.99,2023-08-25,active,,
233_202309,233,Family,24.99,2023-09-24,active,,
233_202310,233,Family,24.99,2023-10-24,active,,
233_202311,233,Family,24.99,2023-11-23,active,,
233_202312,233,Family,24.99,2023-12-23,active,,
234_202306,234,Basic,9.99,2023-06-30,active,,
234_202307,234,Basic,9.99,2023-07-30,active,,
234_202308,234,Basic,9.99,2023-08-29,active,,
235_202304,235,Premium,19.99,2023-04-04,active,,
235_202305,235,Premium,19.99,2023-05-04,active,,
235_202306,235,Premium,19.99,2023-06-03,active,,
235_202307,235,Premium,19.99,2023-07-03,active,,
235_202308,235,Premium,19.99,2023-08-02,active,,
235_202309,235,Premium,19.99,2023-09-01,active,,
235_202310,235,Premium,19.99,2023-10-01,active,,
235_202310,235,Premium,19.99,2023-10-31,active,,
236_202304,236,Standard,14.99,2023-04-13,active,,
236_202305,236,Standard,14.99,2023-05-13,active,,
236_202306,236,Standard,14.99,2023-06-12,active,,
236_202307,236,Standard,14.99,2023-07-12,active,,
236_202308,236,Standard,14.99,2023-08-11,active,,
236_202309,236,Standard,14.99,2023-09-10,active,,
236_202310,236,Standard,14.99,2023-10-10,active,,
236_202311,236,Standard,14.99,2023-11-09,active,,
236_202312,236,Standard,14.99,2023-12-09,active,,
236_202401,236,Standard,14.99,2024-01-08,active,,
236_202402,236,Standard,14.99,2024-02-07,churned,2024-02-10,Competition
237_202301,237,Family,24.99,2023-01-19,active,,
237_202302,237,Family,24.99,2023-02-18,active,,
237_202303,237,Family,24.99,2023-03-20,active,,
237_202304,237,Family,24.99,2023-04-19,active,,
238_202303,238,Basic,9.99,2023-03-05,active,,
238_202304,238,Basic,9.99,2023-04-04,active,,
238_202305,238,Basic,9.99,2023-05-04,active,,
238_202306,238,Basic,9.99,2023-06-03,active,,
238_202307,238,Basic,9.99,2023-07-03,active,,
238_202308,238,Basic,9.99,2023-08-02,active,,
238_202309,238,Basic,9.99,2023-09-01,active,,
238_202310,238,Basic,9.99,2023-10-01,active,,
238_202310,238,Basic,9.99,2023-10-31,active,,
238_202311,238,Basic,9.99,2023-11-30,active,,
238_202312,238,Basic,9.99,2023-12-30,active,,
239_202304,239,Premium,19.99,2023-04-06,active,,
239_202305,239,Premium,19.99,2023-05-06,active,,
239_202306,239,Premium,19.99,2023-06-05,active,,
239_202307,239,Premium,19.99,2023-07-05,active,,
239_202308,239,Premium,19.99,2023-08-04,active,,
239_202309,239,Premium,19.99,2023-09-03,active,,
239_202310,239,Premium,19.99,2023-10-03,active,,
239_202311,239,Premium,19.99,2023-11-02,active,,
240_202308,240,Basic,9.99,2023-08-06,active,,
240_202309,240,Basic,9.99,2023-09-05,active,,
240_202310,240,Basic,9.99,2023-10-05,active,,
240_202311,240,Basic,9.99,2023-11-04,active,,
240_202312,240,Basic,9.99,2023-12-04,active,,
240_202401,240,Basic,9.99,2024-01-03,active,,
240_202402,240,Basic,9.99,2024-02-02,active,,
240_202403,240,Basic,9.99,2024-03-03,active,,
240_202404,240,Basic,9.99,2024-04-02,active,,
240_202405,240,Basic,9.99,2024-05-02,active,,
240_202406,240,Basic,9.99,2024-06-01,active,,
241_202302,241,Standard,14.99,2023-02-10,active,,
241_202303,241,Standard,14.99,2023-03-12,active,,
241_202304,241,Standard,14.99,2023-04-11,active,,
241_202305,241,Standard,14.99,2023-05-11,active,,
241_202306,241,Standard,14.99,2023-06-10,active,,
241_202307,241,Standard,14.99,2023-07-10,active,,
241_202308,241,Standard,14.99,2023-08-09,active,,
241_202309,241,Standard,14.99,2023-09-08,active,,
241_202310,241,Standard,14.99,2023-10-08,active,,
241_202311,241,Standard,14.99,2023-11-07,active,,
241_202312,241,Standard,14.99,2023-12-07,active,,
242_202312,242,Basic,9.99,2023-12-20,active,,
242_202401,242,Basic,9.99,2024-01-19,active,,
242_202402,242,Basic,9.99,2024-02-18,active,,
243_202311,243,Family,24.99,2023-11-24,active,,
243_202312,243,Family,24.99,2023-12-24,active,,
243_202401,243,Family,24.99,2024-01-23,active,,
243_202402,243,Family,24.99,2024-02-22,active,,
243_202403,243,Family,24.99,2024-03-23,active,,
243_202404,243,Family,24.99,2024-04-22,active,,
243_202405,243,Family,24.99,2024-05-22,active,,
243_202406,243,Family,24.99,2024-06-21,active,,
243_202407,243,Family,24.99,2024-07-21,active,,
243_202408,243,Family,24.99,2024-08-20,active,,
244_202311,244,Basic,9.99,2023-11-08,active,,
244_202312,244,Basic,9.99,2023-12-08,active,,
244_202401,244,Basic,9.99,2024-01-07,active,,
244_202402,244,Basic,9.99,2024-02-06,active,,
245_202307,245,Basic,9.99,2023-07-07,active,,
245_202308,245,Basic,9.99,2023-08-06,active,,
245_202309,245,Basic,9.99,2023-09-05,active,,
245_202310,245,Basic,9.99,2023-10-05,active,,
245_202311,245,Basic,9.99,2023-11-04,active,,
245_202312,245,Basic,9.99,2023-12-04,active,,
245_202401,245,Basic,9.99,2024-01-03,active,,
245_202402,245,Basic,9.99,2024-02-02,active,,
245_202403,245,Basic,9.99,2024-03-03,active,,
245_202404,245,Basic,9.99,2024-04-02,active,,
245_202405,245,Basic,9.99,2024-05-02,churned,2024-05-06,Content
246_202307,246,Basic,9.99,2023-07-10,active,,
246_202308,246,Basic,9.99,2023-08-09,active,,
246_202309,246,Basic,9.99,2023-09-08,active,,
246_202310,246,Basic,9.99,2023-10-08,active,,
246_202311,246,Basic,9.99,2023-11-07,active,,
246_202312,246,Basic,9.99,2023-12-07,active,,
247_202311,247,Standard,14.99,2023-11-29,active,,
247_202312,247,Standard,14.99,2023-12-29,active,,
247_202401,247,Standard,14.99,2024-01-28,active,,
247_202402,247,Standard,14.99,2024-02-27,active,,
247_202403,247,Standard,14.99,2024-03-28,active,,
247_202404,247,Standard,14.99,2024-04-27,active,,
247_202405,247,Standard,14.99,2024-05-27,active,,
248_202307,248,Family,24.99,2023-07-18,active,,
248_202308,248,Family,24.99,2023-08-17,active,,
248_202309,248,Family,24.99,2023-09-16,active,,
248_202310,248,Family,24.99,2023-10-16,active,,
249_202311,249,Premium,19.99,2023-11-10,active,,
249_202312,249,Premium,19.99,2023-12-10,active,,
249_202401,249,Premium,19.99,2024-01-09,active,,
249_202402,249,Premium,19.99,2024-02-08,active,,
249_202403,249,Premium,19.99,2024-03-09,active,,
249_202404,249,Premium,19.99,2024-04-08,active,,
249_202405,249,Premium,19.99,2024-05-08,active,,
249_202406,249,Premium,19.99,2024-06-07,active,,
250_202308,250,Basic,9.99,2023-08-20,active,,
250_202309,250,Basic,9.99,2023-09-19,active,,
250_202310,250,Basic,9.99,2023-10-19,active,,
250_202311,250,Basic,9.99,2023-11-18,active,,
250_202312,250,Basic,9.99,2023-12-18,active,,
250_202401,250,Basic,9.99,2024-01-17,active,,
251_202302,251,Family,24.99,2023-02-03,active,,
251_202303,251,Family,24.99,2023-03-05,active,,
251_202304,251,Family,24.99,2023-04-04,active,,
252_202309,252,Family,24.99,2023-09-18,active,,
252_202310,252,Family,24.99,2023-10-18,active,,
252_202311,252,Family,24.99,2023-11-17,active,,
252_202312,252,Family,24.99,2023-12-17,active,,
252_202401,252,Family,24.99,2024-01-16,active,,
252_202402,252,Family,24.99,2024-02-15,active,,
252_202403,252,Family,24.99,2024-03-16,active,,
252_202404,252,Family,24.99,2024-04-15,active,,
253_202307,253,Standard,14.99,2023-07-04,active,,
253_202308,253,Standard,14.99,2023-08-03,active,,
253_202309,253,Standard,14.99,2023-09-02,active,,
253_202310,253,Standard,14.99,2023-10-02,active,,
254_202306,254,Family,24.99,2023-06-08,active,,
254_202307,254,Family,24.99,2023-07-08,active,,
254_202308,254,Family,24.99,2023-08-07,active,,
254_202309,254,Family,24.99,2023-09-06,active,,
254_202310,254,Family,24.99,2023-10-06,active,,
254_202311,254,Family,24.99,2023-11-05,active,,
254_202312,254,Family,24.99,2023-12-05,active,,
254_202401,254,Family,24.99,2024-01-04,active,,
255_202302,255,Standard,14.99,2023-02-07,active,,
255_202303,255,Standard,14.99,2023-03-09,active,,
255_202304,255,Standard,14.99,2023-04-08,active,,
255_202305,255,Standard,14.99,2023-05-08,active,,
255_202306,255,Standard,14.99,2023-06-07,active,,
256_202310,256,Family,24.99,2023-10-10,active,,
256_202311,256,Family,24.99,2023-11-09,active,,
256_202312,256,Family,24.99,2023-12-09,active,,
256_202401,256,Family,24.99,2024-01-08,active,,
256_202402,256,Family,24.99,2024-02-07,active,,
256_202403,256,Family,24.99,2024-03-08,churned,2024-03-22,Technical Issues
257_202301,257,Family,24.99,2023-01-29,active,,
257_202302,257,Family,24.99,2023-02-28,active,,
257_202303,257,Family,24.99,2023-03-30,active,,
257_202304,257,Family,24.99,2023-04-29,active,,
257_202305,257,Family,24.99,2023-05-29,active,,
257_202306,257,Family,24.99,2023-06-28,active,,
257_202307,257,Family,24.99,2023-07-28,active,,
257_202308,257,Family,24.99,2023-08-27,active,,
257_202309,257,Family,24.99,2023-09-26,active,,
257_202310,257,Family,24.99,2023-10-26,active,,
258_202312,258,Premium,19.99,2023-12-30,active,,
258_202401,258,Premium,19.99,2024-01-29,active,,
258_202402,258,Premium,19.99,2024-02-28,active,,
259_202311,259,Basic,9.99,2023-11-22,active,,
259_202312,259,Basic,9.99,2023-12-22,active,,
259_202401,259,Basic,9.99,2024-01-21,active,,
259_202402,259,Basic,9.99,2024-02-20,active,,
259_202403,259,Basic,9.99,2024-03-21,active,,
259_202404,259,Basic,9.99,2024-04-20,active,,
259_202405,259,Basic,9.99,2024-05-20,active,,
259_202406,259,Basic,9.99,2024-06-19,active,,
259_202407,259,Basic,9.99,2024-07-19,active,,
259_202408,259,Basic,9.99,2024-08-18,active,,
259_202409,259,Basic,9.99,2024-09-17,active,,
260_202311,260,Basic,9.99,2023-11-25,active,,
260_202312,260,Basic,9.99,2023-12-25,active,,
260_202401,260,Basic,9.99,2024-01-24,active,,
260_202402,260,Basic,9.99,2024-02-23,active,,
260_202403,260,Basic,9.99,2024-03-24,active,,
260_202404,260,Basic,9.99,2024-04-23,active,,
260_202405,260,Basic,9.99,2024-05-23,active,,
260_202406,260,Basic,9.99,2024-06-22,active,,
261_202301,261,Standard,14.99,2023-01-22,active,,
261_202302,261,Standard,14.99,2023-02-21,active,,
261_202303,261,Standard,14.99,2023-03-23,active,,
261_202304,261,Standard,14.99,2023-04-22,active,,
261_202305,261,Standard,14.99,2023-05-22,active,,
261_202306,261,Standard,14.99,2023-06-21,active,,
261_202307,261,Standard,14.99,2023-07-21,active,,
261_202308,261,Standard,14.99,2023-08-20,active,,
261_202309,261,Standard,14.99,2023-09-19,churned,2023-10-14,Price
262_202308,262,Standard,14.99,2023-08-02,active,,
262_202309,262,Standard,14.99,2023-09-01,active,,
262_202310,262,Standard,14.99,2023-10-01,active,,
262_202310,262,Standard,14.99,2023-10-31,active,,
262_202311,262,Standard,14.99,2023-11-30,active,,
262_202312,262,Standard,14.99,2023-12-30,active,,
262_202401,262,Standard,14.99,2024-01-29,active,,
262_202402,262,Standard,14.99,2024-02-28,active,,
262_202403,262,Standard,14.99,2024-03-29,active,,
262_202404,262,Standard,14.99,2024-04-28,active,,
262_202405,262,Standard,14.99,2024-05-28,active,,
262_202406,262,Standard,14.99,2024-06-27,churned,2024-07-18,Competition
263_202305,263,Family,24.99,2023-05-06,active,,
263_202306,263,Family,24.99,2023-06-05,active,,
263_202307,263,Family,24.99,2023-07-05,active,,
263_202308,263,Family,24.99,2023-08-04,active,,
263_202309,263,Family,24.99,2023-09-03,active,,
263_202310,263,Family,24.99,2023-10-03,active,,
263_202311,263,Family,24.99,2023-11-02,active,,
263_202312,263,Family,24.99,2023-12-02,active,,
263_202401,263,Family,24.99,2024-01-01,active,,
264_202308,264,Premium,19.99,2023-08-14,active,,
264_202309,264,Premium,19.99,2023-09-13,active,,
264_202310,264,Premium,19.99,2023-10-13,active,,
264_202311,264,Premium,19.99,2023-11-12,active,,
264_202312,264,Premium,19.99,2023-12-12,active,,
264_202401,264,Premium,19.99,2024-01-11,active,,
264_202402,264,Premium,19.99,2024-02-10,active,,
264_202403,264,Premium,19.99,2024-03-11,active,,
265_202306,265,Basic,9.99,2023-06-13,active,,
265_202307,265,Basic,9.99,2023-07-13,active,,
265_202308,265,Basic,9.99,2023-08-12,active,,
265_202309,265,Basic,9.99,2023-09-11,active,,
265_202310,265,Basic,9.99,2023-10-11,active,,
