subscription_id,user_id,plan_type,monthly_revenue,tenure_months,is_churned,internet_service,total_revenue
telco_1546,1546,Two year,104.75,63,0,Fiber optic,6536.5
telco_1547,1547,Two year,19.85,60,0,No,1128.1
telco_1548,1548,One year,107.5,63,1,Fiber optic,6873.75
telco_1549,1549,Month-to-month,85.9,25,0,Fiber optic,2199.05
telco_1550,1550,Month-to-month,45.85,1,1,DSL,45.85
telco_1551,1551,Month-to-month,80.8,6,0,Fiber optic,457.1
telco_1552,1552,Two year,25.25,22,0,No,566.5
telco_1553,1553,Two year,80.55,31,0,DSL,2471.6
telco_1554,1554,Month-to-month,81.5,39,0,Fiber optic,3107.3
telco_1555,1555,Month-to-month,20.9,26,0,No,518.3
telco_1556,1556,One year,106.1,53,1,Fiber optic,5769.75
telco_1557,1557,Month-to-month,91.7,1,1,Fiber optic,91.7
telco_1558,1558,Month-to-month,67.25,12,0,DSL,832.3
telco_1559,1559,Month-to-month,95.6,16,1,Fiber optic,1555.65
telco_1560,1560,Month-to-month,20.35,2,0,No,45.3
telco_1561,1561,One year,45.05,39,0,DSL,1790.6
telco_1562,1562,Month-to-month,74.95,1,1,Fiber optic,74.95
telco_1563,1563,Month-to-month,34.65,7,0,DSL,246.6
telco_1564,1564,Month-to-month,69.35,4,0,Fiber optic,261.65
telco_1565,1565,Month-to-month,95.35,10,1,Fiber optic,898.35
telco_1566,1566,Month-to-month,81.55,55,0,Fiber optic,4509.5
telco_1567,1567,Two year,75.4,72,0,DSL,5480.25
telco_1568,1568,Month-to-month,67.8,10,0,DSL,653.15
telco_1569,1569,Month-to-month,111.4,11,0,Fiber optic,1183.05
telco_1570,1570,Month-to-month,46.3,15,0,DSL,639.45
telco_1571,1571,Two year,20.4,23,0,No,478.75
telco_1572,1572,Month-to-month,20.05,1,0,No,20.05
telco_1573,1573,Month-to-month,45.0,3,1,DSL,127.1
telco_1574,1574,One year,96.1,47,0,Fiber optic,4391.45
telco_1575,1575,One year,19.65,15,0,No,270.6
telco_1576,1576,Month-to-month,99.5,66,1,Fiber optic,6710.5
telco_1577,1577,One year,60.65,68,0,DSL,3975.9
telco_1578,1578,One year,98.6,17,1,Fiber optic,1704.95
telco_1579,1579,Month-to-month,59.5,7,1,DSL,415.95
telco_1580,1580,Month-to-month,80.45,12,1,Fiber optic,950.2
telco_1581,1581,One year,71.7,21,0,DSL,1497.05
telco_1582,1582,Month-to-month,36.0,21,0,DSL,780.15
telco_1583,1583,One year,65.2,56,0,DSL,3512.15
telco_1584,1584,Month-to-month,48.95,6,0,DSL,273.25
telco_1585,1585,Two year,53.5,65,0,DSL,3517.9
telco_1586,1586,One year,80.45,42,0,DSL,3375.9
telco_1587,1587,Two year,109.05,68,0,Fiber optic,7508.55
telco_1588,1588,Two year,26.3,48,0,No,1245.05
telco_1589,1589,One year,106.8,50,0,Fiber optic,5347.95
telco_1590,1590,Month-to-month,64.95,7,0,DSL,493.65
telco_1591,1591,Two year,19.35,63,0,No,1263.85
telco_1592,1592,Month-to-month,21.1,17,0,No,385.55
telco_1593,1593,Month-to-month,77.95,42,1,Fiber optic,3384.0
telco_1594,1594,Month-to-month,18.85,4,0,No,84.2
telco_1595,1595,Two year,26.0,62,0,No,1638.7
telco_1596,1596,Month-to-month,74.7,2,1,Fiber optic,165.4
telco_1597,1597,Month-to-month,70.35,2,0,Fiber optic,120.25
telco_1598,1598,Two year,96.9,48,0,Fiber optic,4473.45
telco_1599,1599,Two year,19.55,27,0,No,520.55
telco_1600,1600,Two year,80.4,70,0,DSL,5717.85
telco_1601,1601,Month-to-month,88.8,1,1,Fiber optic,88.8
telco_1602,1602,One year,94.65,46,0,Fiber optic,4312.5
telco_1603,1603,Month-to-month,90.25,30,1,Fiber optic,2755.35
telco_1604,1604,Month-to-month,64.65,15,1,DSL,994.55
telco_1605,1605,One year,95.75,69,0,Fiber optic,6511.25
telco_1606,1606,Two year,19.55,65,0,No,1218.65
telco_1607,1607,Two year,104.1,72,0,Fiber optic,7447.7
telco_1608,1608,Month-to-month,89.05,13,1,Fiber optic,1169.35
telco_1609,1609,One year,20.1,17,0,No,279.5
telco_1610,1610,One year,111.55,51,0,Fiber optic,5720.35
telco_1611,1611,Two year,60.5,51,0,DSL,3121.45
telco_1612,1612,Two year,90.95,72,0,DSL,6468.6
telco_1613,1613,One year,87.4,67,1,Fiber optic,5918.8
telco_1614,1614,Month-to-month,19.7,34,0,No,675.6
telco_1615,1615,Two year,50.95,67,0,DSL,3521.7
telco_1616,1616,One year,20.05,49,0,No,923.1
telco_1617,1617,Two year,19.4,53,0,No,1110.35
telco_1618,1618,Month-to-month,59.45,27,0,DSL,1611.65
telco_1619,1619,Month-to-month,94.75,23,1,Fiber optic,2293.6
telco_1620,1620,Two year,81.5,69,0,DSL,5553.25
telco_1621,1621,Month-to-month,29.05,2,0,DSL,44.75
telco_1622,1622,Month-to-month,86.45,35,1,Fiber optic,3029.1
telco_1623,1623,One year,70.6,46,0,DSL,3231.05
telco_1624,1624,Two year,97.2,54,0,Fiber optic,5129.45
telco_1625,1625,One year,98.25,56,1,Fiber optic,5508.35
telco_1626,1626,Month-to-month,75.75,9,1,Fiber optic,655.9
telco_1627,1627,Month-to-month,59.2,20,0,DSL,1191.2
telco_1628,1628,Month-to-month,75.9,11,0,Fiber optic,866.4
telco_1629,1629,Month-to-month,90.05,30,0,Fiber optic,2627.2
telco_1630,1630,Two year,70.95,68,0,DSL,4741.45
telco_1631,1631,Month-to-month,102.6,38,0,Fiber optic,4009.2
telco_1632,1632,Month-to-month,85.35,17,1,Fiber optic,1463.45
telco_1633,1633,One year,106.1,48,1,Fiber optic,5082.8
telco_1634,1634,Month-to-month,43.8,1,0,DSL,43.8
telco_1635,1635,Two year,59.0,63,0,DSL,3707.6
telco_1636,1636,One year,69.95,3,0,DSL,220.45
telco_1637,1637,One year,24.35,48,0,No,1133.7
telco_1638,1638,One year,29.45,66,0,DSL,1983.15
telco_1639,1639,Two year,84.4,68,0,Fiber optic,5746.75
telco_1640,1640,Month-to-month,45.05,17,1,DSL,770.6
telco_1641,1641,One year,20.65,7,0,No,134.05
telco_1642,1642,Two year,87.1,72,0,DSL,6230.1
telco_1643,1643,Month-to-month,19.85,29,0,No,573.05
telco_1644,1644,Month-to-month,90.35,37,0,Fiber optic,3419.3
telco_1645,1645,Month-to-month,109.8,34,1,Fiber optic,3587.25
telco_1646,1646,Month-to-month,84.65,42,1,Fiber optic,3541.35
telco_1647,1647,One year,65.5,59,0,DSL,3801.3
telco_1648,1648,Month-to-month,79.5,11,1,Fiber optic,868.5
telco_1649,1649,Month-to-month,80.95,60,0,Fiber optic,4859.1
telco_1650,1650,Month-to-month,56.15,27,0,DSL,1439.35
telco_1651,1651,Month-to-month,85.8,1,1,Fiber optic,85.8
telco_1652,1652,Month-to-month,79.1,1,1,Fiber optic,79.1
telco_1653,1653,Month-to-month,34.4,17,0,DSL,592.75
telco_1654,1654,Two year,20.75,58,0,No,1185.95
telco_1655,1655,One year,18.8,1,0,No,18.8
telco_1656,1656,Month-to-month,44.3,3,1,DSL,134.5
telco_1657,1657,Month-to-month,90.8,53,0,Fiber optic,4921.2
telco_1658,1658,Month-to-month,25.6,35,0,No,901.25
telco_1659,1659,Month-to-month,105.95,50,1,Fiber optic,5341.8
telco_1660,1660,Two year,70.8,68,0,DSL,4859.95
telco_1661,1661,Month-to-month,25.4,47,0,No,1139.2
telco_1662,1662,Month-to-month,108.8,65,0,Fiber optic,7082.45
telco_1663,1663,Month-to-month,69.75,5,1,Fiber optic,324.6
telco_1664,1664,Month-to-month,94.65,51,1,Fiber optic,4812.75
telco_1665,1665,Month-to-month,96.05,46,1,Fiber optic,4399.5
telco_1666,1666,Month-to-month,76.85,9,0,Fiber optic,663.55
telco_1667,1667,Two year,20.25,8,0,No,174.65
telco_1668,1668,One year,24.8,14,0,No,321.7
telco_1669,1669,Month-to-month,115.65,45,0,Fiber optic,5125.5
telco_1670,1670,Month-to-month,74.6,8,0,Fiber optic,548.9
telco_1671,1671,Month-to-month,50.15,1,1,DSL,50.15
telco_1672,1672,One year,103.15,66,0,Fiber optic,7031.3
telco_1673,1673,Two year,72.1,72,0,DSL,5016.65
telco_1674,1674,Month-to-month,113.6,41,1,Fiber optic,4594.95
telco_1675,1675,Two year,25.1,23,0,No,611.45
telco_1676,1676,Month-to-month,78.9,29,1,Fiber optic,2384.15
telco_1677,1677,Month-to-month,80.15,4,0,Fiber optic,319.85
telco_1678,1678,Two year,25.4,6,0,No,153.3
telco_1679,1679,One year,105.4,67,0,Fiber optic,7035.6
telco_1680,1680,Month-to-month,45.75,7,0,DSL,344.2
telco_1681,1681,One year,24.45,56,0,No,1431.65
telco_1682,1682,Two year,25.0,72,0,No,1849.2
telco_1683,1683,Two year,85.25,72,0,DSL,6083.1
telco_1684,1684,Two year,19.6,23,0,No,426.65
telco_1685,1685,Month-to-month,50.15,35,0,DSL,1655.35
telco_1686,1686,Month-to-month,70.55,27,0,Fiber optic,1943.9
telco_1687,1687,Month-to-month,60.05,26,1,DSL,1616.15
telco_1688,1688,One year,26.4,12,0,No,314.95
telco_1689,1689,Two year,20.15,40,0,No,804.85
telco_1690,1690,Month-to-month,58.85,7,0,DSL,465.7
telco_1691,1691,Month-to-month,97.55,70,0,Fiber optic,6669.05
telco_1692,1692,Two year,19.65,60,0,No,1161.75
telco_1693,1693,One year,25.25,39,0,DSL,947.75
telco_1694,1694,Two year,114.45,72,0,Fiber optic,8375.05
telco_1695,1695,Month-to-month,34.7,1,1,DSL,34.7
telco_1696,1696,One year,70.7,54,0,DSL,3770.0
telco_1697,1697,Month-to-month,85.3,3,1,Fiber optic,264.8
telco_1698,1698,Two year,75.55,63,0,DSL,4707.85
telco_1699,1699,Two year,84.8,71,0,Fiber optic,6152.4
telco_1700,1700,One year,20.65,42,0,No,958.1
telco_1701,1701,Two year,20.45,47,0,No,943.0
telco_1702,1702,One year,102.45,66,1,Fiber optic,6615.15
telco_1703,1703,Month-to-month,104.4,21,1,Fiber optic,2200.25
telco_1704,1704,Month-to-month,35.65,11,0,DSL,425.1
telco_1705,1705,Month-to-month,99.75,1,1,Fiber optic,99.75
telco_1706,1706,Month-to-month,90.45,55,0,Fiber optic,5044.8
telco_1707,1707,Two year,97.65,69,0,Fiber optic,6743.55
telco_1708,1708,Month-to-month,73.85,3,0,Fiber optic,196.4
telco_1709,1709,Month-to-month,74.4,4,1,DSL,299.7
telco_1710,1710,Two year,69.1,30,0,DSL,2093.9
telco_1711,1711,Month-to-month,82.75,5,0,Fiber optic,417.75
telco_1712,1712,Two year,24.4,71,0,No,1725.4
telco_1713,1713,One year,55.25,29,0,DSL,1620.2
telco_1714,1714,Month-to-month,61.35,52,0,DSL,3169.55
telco_1715,1715,One year,76.75,68,0,DSL,5233.25
telco_1716,1716,Two year,19.4,46,0,No,967.85
telco_1717,1717,Month-to-month,54.75,8,0,DSL,438.05
telco_1718,1718,Two year,19.7,72,0,No,1421.9
telco_1719,1719,One year,19.9,17,0,No,323.15
telco_1720,1720,Month-to-month,107.95,3,0,Fiber optic,318.6
telco_1721,1721,Month-to-month,83.8,2,0,Fiber optic,163.7
telco_1722,1722,Month-to-month,74.25,9,1,Fiber optic,639.65
telco_1723,1723,One year,56.4,51,0,DSL,2928.5
telco_1724,1724,Two year,20.1,6,0,No,100.35
telco_1725,1725,Month-to-month,94.9,3,0,Fiber optic,273.2
telco_1726,1726,Month-to-month,94.2,17,0,Fiber optic,1608.15
telco_1727,1727,Month-to-month,49.9,30,0,DSL,1441.95
telco_1728,1728,Month-to-month,71.05,31,0,DSL,2168.15
telco_1729,1729,Two year,81.65,45,0,DSL,3618.7
telco_1730,1730,One year,89.45,64,0,Fiber optic,5692.65
telco_1731,1731,Month-to-month,59.85,1,1,DSL,59.85
telco_1732,1732,Month-to-month,69.6,1,1,Fiber optic,69.6
telco_1733,1733,One year,99.0,61,0,Fiber optic,5969.3
telco_1734,1734,Month-to-month,19.05,1,0,No,19.05
telco_1735,1735,Month-to-month,45.4,9,1,DSL,418.8
telco_1736,1736,Two year,114.45,72,0,Fiber optic,8100.55
telco_1737,1737,Month-to-month,19.5,1,1,No,19.5
telco_1738,1738,Month-to-month,44.25,7,0,DSL,313.45
telco_1739,1739,One year,90.55,66,0,Fiber optic,6130.95
telco_1740,1740,Month-to-month,69.9,1,1,Fiber optic,69.9
telco_1741,1741,Month-to-month,20.4,40,0,No,745.3
telco_1742,1742,Month-to-month,71.4,16,0,DSL,1212.1
telco_1743,1743,Month-to-month,87.15,2,1,Fiber optic,183.75
telco_1744,1744,Two year,24.85,67,0,No,1583.5
telco_1745,1745,One year,104.45,41,0,Fiber optic,4162.05
telco_1746,1746,Two year,19.8,56,0,No,1119.9
telco_1747,1747,Two year,116.45,72,0,Fiber optic,8013.55
telco_1748,1748,Month-to-month,84.75,3,1,Fiber optic,264.85
telco_1749,1749,Two year,20.05,54,0,No,1102.4
telco_1750,1750,Month-to-month,110.75,52,0,Fiber optic,5832.0
telco_1751,1751,Two year,89.7,50,0,Fiber optic,4304.5
telco_1752,1752,Month-to-month,89.95,14,1,Fiber optic,1178.4
telco_1753,1753,One year,48.7,27,0,DSL,1421.75
telco_1754,1754,Two year,96.6,72,0,Fiber optic,6827.5
telco_1755,1755,One year,74.3,62,0,DSL,4698.05
telco_1756,1756,Month-to-month,54.3,12,0,DSL,654.5
telco_1757,1757,One year,74.85,44,0,DSL,3268.05
telco_1758,1758,Two year,79.95,54,0,Fiber optic,4362.05
telco_1759,1759,Two year,20.05,68,0,No,1386.9
telco_1760,1760,Month-to-month,19.4,20,0,No,415.4
telco_1761,1761,One year,54.9,50,0,DSL,2614.1
telco_1762,1762,Two year,24.45,58,0,No,1513.6
telco_1763,1763,Month-to-month,89.65,35,0,Fiber optic,3161.6
telco_1764,1764,Month-to-month,45.4,2,0,DSL,80.95
telco_1765,1765,Two year,75.7,63,0,DSL,4676.7
telco_1766,1766,One year,110.65,58,0,Fiber optic,6526.65
telco_1767,1767,One year,20.55,27,0,No,583.3
telco_1768,1768,Two year,115.15,71,0,Fiber optic,8078.1
telco_1769,1769,One year,58.55,63,0,DSL,3503.5
telco_1770,1770,Month-to-month,93.25,71,0,Fiber optic,6669.45
telco_1771,1771,Month-to-month,113.2,41,1,Fiber optic,4689.5
telco_1772,1772,Month-to-month,90.5,13,1,Fiber optic,1201.15
telco_1773,1773,Month-to-month,79.0,2,1,Fiber optic,143.65
telco_1774,1774,Two year,19.35,68,0,No,1292.65
telco_1775,1775,Month-to-month,48.75,1,0,DSL,48.75
telco_1776,1776,Two year,109.05,65,0,Fiber optic,7108.2
telco_1777,1777,Two year,25.0,72,0,No,1802.55
telco_1778,1778,Month-to-month,54.9,28,0,DSL,1505.15
telco_1779,1779,Two year,24.75,72,0,No,1859.1
telco_1780,1780,Month-to-month,91.15,2,0,Fiber optic,168.5
telco_1781,1781,One year,20.15,18,1,No,390.85
telco_1782,1782,One year,104.35,60,0,Fiber optic,6339.45
telco_1783,1783,Month-to-month,66.05,26,0,DSL,1652.4
telco_1784,1784,Month-to-month,71.65,1,1,Fiber optic,71.65
telco_1785,1785,Month-to-month,20.35,4,1,No,77.5
telco_1786,1786,Two year,92.2,68,0,DSL,6392.85
telco_1787,1787,Month-to-month,84.25,38,1,Fiber optic,3264.5
telco_1788,1788,One year,105.2,42,0,Fiber optic,4599.15
telco_1789,1789,Two year,19.6,57,0,No,1134.25
telco_1790,1790,Month-to-month,30.4,54,0,DSL,1621.35
telco_1791,1791,Month-to-month,78.1,12,1,Fiber optic,947.3
telco_1792,1792,One year,61.5,44,0,DSL,2722.2
telco_1793,1793,Month-to-month,69.4,42,0,DSL,3058.3
telco_1794,1794,Two year,24.75,72,0,No,1769.6
telco_1795,1795,Two year,91.05,71,0,DSL,6293.75
telco_1796,1796,Month-to-month,89.65,19,1,Fiber optic,1761.05
telco_1797,1797,Month-to-month,73.65,23,0,DSL,1642.75
telco_1798,1798,Two year,19.4,30,0,No,578.5
telco_1799,1799,One year,26.2,35,0,No,954.9
telco_1800,1800,Month-to-month,98.7,10,1,Fiber optic,973.25
telco_1801,1801,Month-to-month,43.85,1,0,DSL,43.85
telco_1802,1802,Month-to-month,69.7,22,0,Fiber optic,1490.4
telco_1803,1803,Two year,38.55,7,0,DSL,280.0
telco_1804,1804,Two year,53.1,36,0,DSL,1901.25
telco_1805,1805,Month-to-month,20.65,34,0,No,716.4
telco_1806,1806,Two year,64.45,72,0,DSL,4720.0
telco_1807,1807,Two year,25.1,36,0,No,930.95
telco_1808,1808,Month-to-month,76.35,1,1,Fiber optic,76.35
telco_1809,1809,Month-to-month,79.15,23,1,Fiber optic,1676.95
telco_1810,1810,Month-to-month,85.0,32,1,Fiber optic,2642.05
telco_1811,1811,One year,95.15,71,0,Fiber optic,6770.85
telco_1812,1812,Month-to-month,79.35,23,0,Fiber optic,1835.3
telco_1813,1813,One year,96.65,17,0,Fiber optic,1588.25
telco_1814,1814,Month-to-month,75.5,1,0,DSL,75.5
telco_1815,1815,Two year,19.7,12,0,No,258.35
telco_1816,1816,Two year,20.5,72,0,No,1502.25
telco_1817,1817,Month-to-month,19.2,1,0,No,19.2
telco_1818,1818,Two year,98.35,72,0,Fiber optic,6929.4
telco_1819,1819,Month-to-month,74.35,60,0,Fiber optic,4453.3
telco_1820,1820,Two year,51.35,61,0,DSL,3244.4
telco_1821,1821,Month-to-month,45.65,6,0,DSL,323.45
telco_1822,1822,Month-to-month,85.3,32,1,Fiber optic,2661.1
telco_1823,1823,Month-to-month,86.55,31,1,Fiber optic,2697.4
telco_1824,1824,Month-to-month,73.85,19,1,Fiber optic,1424.5
telco_1825,1825,Two year,20.3,72,0,No,1401.15
telco_1826,1826,Month-to-month,54.2,32,0,DSL,1739.6
telco_1827,1827,Month-to-month,90.65,65,0,Fiber optic,5931.0
telco_1828,1828,Month-to-month,50.9,45,0,DSL,2333.85
telco_1829,1829,One year,25.05,42,0,No,949.85
telco_1830,1830,Month-to-month,74.85,8,0,Fiber optic,572.45
telco_1831,1831,Two year,20.5,32,0,No,696.8
telco_1832,1832,Month-to-month,63.55,22,0,DSL,1381.8
telco_1833,1833,Month-to-month,44.85,57,1,DSL,2572.95
telco_1834,1834,Month-to-month,47.95,1,0,DSL,47.95
telco_1835,1835,Month-to-month,45.1,1,1,DSL,45.1
telco_1836,1836,Month-to-month,45.0,1,0,DSL,45.0
telco_1837,1837,Month-to-month,96.0,24,1,Fiber optic,2122.45
telco_1838,1838,Month-to-month,20.05,1,1,No,20.05
telco_1839,1839,Month-to-month,90.05,54,0,Fiber optic,4931.8
telco_1840,1840,Two year,25.3,4,0,No,116.95
telco_1841,1841,Two year,108.65,65,1,Fiber optic,6937.95
telco_1842,1842,One year,24.3,56,0,No,1261.7
telco_1843,1843,Month-to-month,75.95,45,0,DSL,3273.8
telco_1844,1844,Two year,19.7,71,0,No,1415.85
telco_1845,1845,One year,66.4,59,0,DSL,3958.2
telco_1846,1846,One year,35.75,69,0,DSL,2492.25
telco_1847,1847,One year,18.8,19,0,No,279.2
telco_1848,1848,Two year,19.4,55,0,No,1083.0
telco_1849,1849,One year,19.3,38,0,No,755.5
telco_1850,1850,Month-to-month,45.55,10,1,DSL,402.6
telco_1851,1851,Month-to-month,67.45,47,0,DSL,3252.0
telco_1852,1852,Month-to-month,35.1,2,1,DSL,68.75
telco_1853,1853,Month-to-month,46.2,1,1,DSL,46.2
telco_1854,1854,Month-to-month,45.15,1,1,DSL,45.15
telco_1855,1855,Month-to-month,43.3,1,1,DSL,43.3
telco_1856,1856,Two year,20.1,46,0,No,936.85
telco_1857,1857,Month-to-month,57.15,38,1,DSL,2250.65
telco_1858,1858,Two year,58.9,65,0,DSL,3857.1
telco_1859,1859,Month-to-month,73.2,19,1,Fiber optic,1441.1
telco_1860,1860,Month-to-month,85.35,52,1,Fiber optic,4338.6
telco_1861,1861,Two year,19.45,71,0,No,1378.45
telco_1862,1862,Month-to-month,45.95,1,1,DSL,45.95
telco_1863,1863,Month-to-month,50.5,52,0,DSL,2566.3
telco_1864,1864,One year,25.1,6,0,No,171.0
telco_1865,1865,One year,60.7,26,0,DSL,1597.4
telco_1866,1866,One year,99.0,48,0,Fiber optic,4744.35
telco_1867,1867,One year,104.4,64,0,Fiber optic,6721.6
telco_1868,1868,Month-to-month,83.75,3,1,Fiber optic,247.25
telco_1869,1869,Month-to-month,44.05,1,0,DSL,44.05
telco_1870,1870,Two year,24.1,72,0,No,1734.65
telco_1871,1871,Month-to-month,45.55,1,0,DSL,45.55
telco_1872,1872,Month-to-month,93.8,51,0,Fiber optic,4539.35
telco_1873,1873,Two year,19.7,41,0,No,804.25
telco_1874,1874,Two year,70.65,72,0,DSL,5011.15
telco_1875,1875,Two year,86.45,43,0,DSL,3574.5
telco_1876,1876,Two year,114.1,72,0,Fiber optic,8086.4
telco_1877,1877,One year,95.2,47,0,Fiber optic,4563.0
telco_1878,1878,Two year,88.55,72,0,DSL,6362.35
telco_1879,1879,Month-to-month,20.75,3,0,No,67.1
telco_1880,1880,Month-to-month,70.05,1,1,Fiber optic,70.05
telco_1881,1881,Month-to-month,86.0,2,1,Fiber optic,165.45
telco_1882,1882,Month-to-month,44.65,26,0,DSL,1156.55
telco_1883,1883,Month-to-month,60.2,29,0,DSL,1834.15
telco_1884,1884,Month-to-month,100.5,35,1,Fiber optic,3653.35
telco_1885,1885,One year,55.45,27,0,DSL,1477.65
telco_1886,1886,Month-to-month,70.3,24,0,DSL,1706.45
telco_1887,1887,Two year,60.4,67,0,DSL,3953.7
telco_1888,1888,Month-to-month,72.65,16,1,Fiber optic,1194.3
telco_1889,1889,One year,55.8,23,0,DSL,1327.85
telco_1890,1890,Month-to-month,31.1,14,0,DSL,419.7
telco_1891,1891,Month-to-month,21.0,1,1,No,21.0
telco_1892,1892,Month-to-month,45.1,1,1,DSL,45.1
telco_1893,1893,Month-to-month,50.95,4,0,DSL,207.35
telco_1894,1894,Month-to-month,69.1,16,0,DSL,1083.7
telco_1895,1895,Month-to-month,43.95,46,0,DSL,2007.85
telco_1896,1896,Two year,86.5,68,0,DSL,5882.75
telco_1897,1897,Month-to-month,69.95,38,0,DSL,2657.55
telco_1898,1898,Month-to-month,50.4,30,1,DSL,1527.5
telco_1899,1899,Month-to-month,78.95,5,1,Fiber optic,378.4
telco_1900,1900,Month-to-month,90.95,17,0,Fiber optic,1612.2
telco_1901,1901,Two year,19.9,4,0,No,76.65
telco_1902,1902,One year,20.15,12,0,No,260.7
telco_1903,1903,Two year,90.6,72,0,DSL,6441.85
telco_1904,1904,Month-to-month,92.0,3,0,Fiber optic,266.8
telco_1905,1905,Month-to-month,94.45,56,1,Fiber optic,5124.6
telco_1906,1906,One year,24.85,41,0,No,962.25
telco_1907,1907,One year,36.0,40,0,DSL,1382.9
telco_1908,1908,Month-to-month,78.5,7,0,DSL,571.05
telco_1909,1909,Two year,19.95,69,0,No,1399.35
telco_1910,1910,One year,20.65,7,0,No,150.0
telco_1911,1911,Month-to-month,30.5,5,0,DSL,167.2
telco_1912,1912,Two year,106.1,72,0,Fiber optic,7657.4
telco_1913,1913,One year,20.5,44,0,No,865.05
telco_1914,1914,One year,95.5,65,0,Fiber optic,6153.85
telco_1915,1915,Month-to-month,64.6,3,0,DSL,174.2
telco_1916,1916,Month-to-month,51.1,24,0,DSL,1269.6
telco_1917,1917,Month-to-month,84.8,44,1,Fiber optic,3862.55
telco_1918,1918,Two year,89.1,72,0,DSL,6352.4
telco_1919,1919,Month-to-month,54.95,24,0,DSL,1348.5
telco_1920,1920,Month-to-month,50.9,1,1,DSL,50.9
telco_1921,1921,Month-to-month,20.45,22,0,No,471.55
telco_1922,1922,Two year,85.95,70,0,DSL,5931.75
telco_1923,1923,Month-to-month,60.35,25,0,DSL,1404.65
telco_1924,1924,Two year,19.8,37,0,No,726.1
telco_1925,1925,Month-to-month,85.35,22,0,Fiber optic,1961.6
telco_1926,1926,Two year,72.1,59,0,DSL,4194.85
telco_1927,1927,Month-to-month,99.8,49,1,Fiber optic,4872.45
telco_1928,1928,Month-to-month,107.35,47,1,Fiber optic,5118.95
telco_1929,1929,Month-to-month,19.55,31,1,No,658.95
telco_1930,1930,Month-to-month,81.05,1,0,Fiber optic,81.05
telco_1931,1931,Month-to-month,20.5,3,0,No,76.95
telco_1932,1932,One year,111.8,53,0,Fiber optic,5809.75
telco_1933,1933,Month-to-month,20.2,1,0,No,20.2
telco_1934,1934,One year,19.7,20,0,No,415.9
telco_1935,1935,Month-to-month,79.1,3,1,Fiber optic,246.5
telco_1936,1936,One year,19.85,51,0,No,996.95
telco_1937,1937,One year,60.5,51,0,DSL,3145.15
telco_1938,1938,Two year,19.55,13,0,No,265.3
telco_1939,1939,Month-to-month,20.9,1,0,No,20.9
telco_1940,1940,Month-to-month,21.05,1,0,No,21.05
telco_1941,1941,One year,71.5,63,0,DSL,4576.3
telco_1942,1942,Month-to-month,54.65,3,0,DSL,189.1
telco_1943,1943,Two year,19.2,46,0,No,908.15
telco_1944,1944,Month-to-month,49.8,1,0,DSL,49.8
telco_1945,1945,Month-to-month,25.5,8,1,DSL,215.2
telco_1946,1946,Two year,20.5,71,0,No,1500.95
telco_1947,1947,Month-to-month,90.4,55,0,Fiber optic,5099.15
telco_1948,1948,One year,90.25,70,0,Fiber optic,6385.95
telco_1949,1949,Month-to-month,80.75,2,1,Fiber optic,159.45
telco_1950,1950,Two year,104.6,67,0,Fiber optic,6885.75
telco_1951,1951,Month-to-month,91.85,65,1,Fiber optic,5940.85
telco_1952,1952,Month-to-month,50.2,14,0,DSL,668.85
telco_1953,1953,Month-to-month,95.5,20,0,Fiber optic,1916.2
telco_1954,1954,Month-to-month,75.35,1,1,Fiber optic,75.35
telco_1955,1955,Month-to-month,75.45,1,1,Fiber optic,75.45
telco_1956,1956,Month-to-month,95.4,49,0,Fiber optic,4613.95
telco_1957,1957,Two year,101.3,72,0,Fiber optic,7261.25
telco_1958,1958,Month-to-month,53.1,46,0,DSL,2459.8
telco_1959,1959,Month-to-month,84.85,24,0,Fiber optic,2048.8
telco_1960,1960,Month-to-month,34.25,5,0,DSL,163.55
telco_1961,1961,Month-to-month,88.6,33,0,Fiber optic,2888.7
telco_1962,1962,One year,60.15,42,0,DSL,2421.6
telco_1963,1963,One year,99.95,23,0,Fiber optic,2292.75
telco_1964,1964,Month-to-month,70.7,8,0,Fiber optic,553.4
telco_1965,1965,One year,54.8,66,0,DSL,3465.7
telco_1966,1966,Month-to-month,49.55,24,1,DSL,1210.4
telco_1967,1967,Month-to-month,54.8,24,0,DSL,1291.3
telco_1968,1968,One year,78.6,69,1,DSL,5356.45
telco_1969,1969,One year,100.3,53,0,Fiber optic,5200.8
telco_1970,1970,Two year,53.6,60,0,DSL,3237.05
telco_1971,1971,Month-to-month,81.1,7,1,Fiber optic,576.65
telco_1972,1972,One year,19.35,20,0,No,433.75
telco_1973,1973,Month-to-month,85.6,23,0,Fiber optic,1868.4
telco_1974,1974,Two year,80.8,72,0,DSL,5728.55
telco_1975,1975,Month-to-month,74.95,11,1,Fiber optic,825.7
telco_1976,1976,Two year,19.6,21,0,No,390.4
telco_1977,1977,Month-to-month,93.55,1,1,Fiber optic,93.55
telco_1978,1978,Month-to-month,90.7,31,0,Fiber optic,2845.15
telco_1979,1979,Two year,69.75,57,0,DSL,3894.4
telco_1980,1980,Two year,20.0,45,0,No,886.4
telco_1981,1981,Month-to-month,95.25,10,0,Fiber optic,1021.55
telco_1982,1982,Month-to-month,102.1,58,1,Fiber optic,5885.4
telco_1983,1983,Month-to-month,19.95,14,0,No,268.4
telco_1984,1984,One year,80.85,27,0,DSL,2204.35
