user_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,monthly_charges,total_charges,churn,contract,payment_method
1032,Male,0,Yes,Yes,27,Yes,DSL,71.6,1957.1,0,Month-to-month,Bank transfer (automatic)
1033,Female,1,No,No,8,Yes,Fiber optic,92.1,729.95,1,Month-to-month,Electronic check
1034,Female,0,Yes,No,62,Yes,No,23.65,1416.75,0,Two year,Bank transfer (automatic)
1035,Female,0,Yes,No,71,Yes,DSL,81.85,5924.4,0,Two year,Bank transfer (automatic)
1036,Male,0,No,No,66,Yes,No,25.1,1697.7,0,Two year,Mailed check
1037,Male,0,Yes,Yes,68,Yes,Fiber optic,114.7,7849.85,0,Two year,Bank transfer (automatic)
1038,Female,0,No,No,13,No,DSL,49.15,649.4,0,Month-to-month,Electronic check
1039,Male,0,Yes,No,56,Yes,Fiber optic,80.9,4557.5,0,One year,Electronic check
1040,Male,0,Yes,No,38,Yes,Fiber optic,79.45,3013.05,1,Month-to-month,Electronic check
1041,Male,1,No,No,14,Yes,Fiber optic,90.45,1266.1,1,Month-to-month,Credit card (automatic)
1042,Female,0,No,Yes,16,Yes,No,19.3,360.35,0,One year,Bank transfer (automatic)
1043,Female,0,Yes,Yes,14,Yes,Fiber optic,70.2,1046.5,0,Month-to-month,Electronic check
1044,Male,0,Yes,Yes,32,Yes,Fiber optic,69.75,2347.9,1,Month-to-month,Bank transfer (automatic)
1045,Female,0,No,No,8,Yes,DSL,54.25,447.75,0,One year,Bank transfer (automatic)
1046,Female,0,Yes,Yes,43,Yes,Fiber optic,99.3,4209.95,0,Month-to-month,Bank transfer (automatic)
1047,Female,0,No,No,52,Yes,DSL,74.0,3877.65,0,One year,Credit card (automatic)
1048,Male,0,No,No,3,Yes,DSL,50.25,152.3,0,Month-to-month,Mailed check
1049,Male,0,No,No,29,Yes,No,19.8,572.2,0,One year,Mailed check
1050,Female,0,No,No,1,Yes,No,19.65,19.65,1,Month-to-month,Mailed check
1051,Male,1,No,No,12,No,DSL,43.65,526.95,1,Month-to-month,Electronic check
1052,Female,0,Yes,Yes,16,No,DSL,35.5,552.7,0,Month-to-month,Credit card (automatic)
1053,Female,0,No,No,40,Yes,DSL,80.75,3208.65,0,One year,Mailed check
1054,Female,0,No,No,5,No,DSL,39.5,210.75,1,Month-to-month,Electronic check
1055,Male,0,Yes,No,40,Yes,Fiber optic,97.1,3706.95,1,Month-to-month,Bank transfer (automatic)
1056,Female,0,No,No,36,Yes,No,19.55,620.75,0,One year,Mailed check
1057,Female,0,No,No,5,Yes,Fiber optic,80.0,412.5,1,Month-to-month,Electronic check
1058,Female,0,No,No,10,Yes,Fiber optic,84.7,832.05,1,Month-to-month,Mailed check
1059,Male,0,Yes,Yes,2,Yes,Fiber optic,89.55,185.55,1,Month-to-month,Bank transfer (automatic)
1060,Male,0,No,No,23,Yes,Fiber optic,90.6,1943.2,1,Month-to-month,Electronic check
1061,Male,0,Yes,Yes,26,Yes,No,20.05,505.9,0,One year,Bank transfer (automatic)
1062,Female,1,Yes,No,72,Yes,Fiber optic,112.4,8046.85,0,Two year,Electronic check
1063,Female,0,Yes,No,34,Yes,DSL,50.2,1815.3,0,Month-to-month,Bank transfer (automatic)
1064,Male,0,No,No,10,Yes,DSL,62.25,612.95,0,Month-to-month,Bank transfer (automatic)
1065,Female,0,No,No,14,Yes,DSL,55.7,795.15,0,One year,Mailed check
1066,Female,0,No,No,23,Yes,Fiber optic,90.05,2169.8,1,Month-to-month,Bank transfer (automatic)
1067,Male,0,Yes,No,47,Yes,No,19.65,973.1,0,Two year,Mailed check
1068,Male,0,Yes,No,24,Yes,Fiber optic,89.25,2210.2,0,Month-to-month,Electronic check
1069,Male,0,Yes,No,49,Yes,Fiber optic,99.05,4853.75,1,Month-to-month,Bank transfer (automatic)
1070,Male,1,No,No,20,Yes,DSL,54.0,1055.9,0,One year,Mailed check
1071,Female,0,No,No,2,Yes,Fiber optic,69.75,144.55,1,Month-to-month,Bank transfer (automatic)
1072,Female,0,No,No,2,Yes,DSL,49.05,91.1,1,Month-to-month,Credit card (automatic)
1073,Male,0,No,No,22,No,DSL,56.75,1304.85,0,Two year,Bank transfer (automatic)
1074,Male,0,No,No,7,Yes,Fiber optic,98.05,713.0,1,Month-to-month,Bank transfer (automatic)
1075,Male,0,No,No,1,Yes,No,21.1,21.1,0,Month-to-month,Mailed check
1076,Female,0,Yes,Yes,59,Yes,Fiber optic,96.65,5580.8,0,Month-to-month,Bank transfer (automatic)
1077,Female,0,Yes,Yes,58,Yes,No,24.5,1497.9,0,One year,Credit card (automatic)
1078,Female,0,No,No,41,Yes,Fiber optic,114.5,4527.45,1,Month-to-month,Bank transfer (automatic)
1079,Female,1,No,No,59,Yes,Fiber optic,79.2,4590.35,0,Two year,Credit card (automatic)
1080,Female,0,Yes,Yes,3,Yes,Fiber optic,69.55,200.2,0,Month-to-month,Electronic check
1081,Male,0,No,No,32,Yes,No,20.05,614.45,0,Two year,Bank transfer (automatic)
1082,Male,1,Yes,No,46,Yes,Fiber optic,98.85,4564.9,0,Month-to-month,Electronic check
1083,Male,0,Yes,Yes,0,Yes,No,25.75,0.0,0,Two year,Mailed check
1084,Male,0,No,No,2,Yes,Fiber optic,80.95,171.15,1,Month-to-month,Electronic check
1085,Female,0,Yes,Yes,52,Yes,No,19.6,1012.4,0,One year,Credit card (automatic)
1086,Female,1,No,No,13,Yes,Fiber optic,74.3,940.35,1,Month-to-month,Electronic check
1087,Female,1,No,No,11,Yes,Fiber optic,89.7,1047.7,1,Month-to-month,Bank transfer (automatic)
1088,Male,0,No,No,32,Yes,Fiber optic,87.65,2766.4,0,Month-to-month,Bank transfer (automatic)
1089,Male,1,Yes,No,17,Yes,Fiber optic,100.45,1622.45,1,Month-to-month,Credit card (automatic)
1090,Female,0,No,No,16,Yes,Fiber optic,74.75,1129.35,0,Month-to-month,Credit card (automatic)
1091,Female,0,No,No,51,Yes,Fiber optic,107.45,5680.9,0,One year,Bank transfer (automatic)
1092,Male,0,No,No,29,Yes,DSL,75.35,2243.9,0,One year,Bank transfer (automatic)
1093,Male,0,Yes,No,70,Yes,DSL,64.95,4523.25,0,Two year,Credit card (automatic)
1094,Female,0,Yes,Yes,71,Yes,Fiber optic,100.45,7159.7,0,Two year,Electronic check
1095,Male,0,Yes,Yes,41,Yes,DSL,68.5,2839.95,0,One year,Bank transfer (automatic)
1096,Male,0,No,No,1,Yes,Fiber optic,80.55,80.55,0,Month-to-month,Electronic check
1097,Female,0,Yes,No,7,Yes,DSL,81.25,580.1,0,Month-to-month,Bank transfer (automatic)
1098,Male,0,Yes,Yes,25,Yes,Fiber optic,90.4,2178.6,1,One year,Electronic check
1099,Male,0,Yes,Yes,67,Yes,Fiber optic,89.55,6038.55,0,One year,Electronic check
1100,Male,0,Yes,Yes,5,Yes,DSL,55.7,259.4,0,Month-to-month,Mailed check
1101,Male,0,No,Yes,15,Yes,No,24.8,324.15,0,Month-to-month,Electronic check
1102,Female,0,Yes,Yes,20,Yes,No,20.0,417.65,0,Month-to-month,Electronic check
1103,Male,0,Yes,Yes,3,Yes,DSL,56.15,168.15,1,Month-to-month,Mailed check
1104,Male,0,Yes,Yes,54,Yes,Fiber optic,105.2,5637.85,0,One year,Electronic check
1105,Male,0,No,No,42,Yes,No,19.55,839.4,0,One year,Mailed check
1106,Female,0,Yes,No,9,Yes,Fiber optic,79.75,769.1,0,Month-to-month,Electronic check
1107,Female,0,No,No,63,Yes,Fiber optic,97.45,6253.0,0,Two year,Bank transfer (automatic)
1108,Female,0,Yes,No,69,Yes,No,24.25,1641.8,0,Two year,Bank transfer (automatic)
1109,Female,0,No,No,69,Yes,No,24.6,1678.05,0,Two year,Credit card (automatic)
1110,Male,0,Yes,No,40,Yes,DSL,50.15,2058.5,0,Month-to-month,Mailed check
1111,Male,0,No,No,60,No,DSL,39.6,2424.5,0,Two year,Bank transfer (automatic)
1112,Female,0,No,No,4,Yes,Fiber optic,94.4,387.2,1,Month-to-month,Bank transfer (automatic)
1113,Female,1,No,No,71,Yes,DSL,89.85,6293.45,0,Two year,Mailed check
1114,Female,0,Yes,No,37,Yes,Fiber optic,78.95,2839.65,1,Month-to-month,Credit card (automatic)
1115,Male,0,Yes,No,32,Yes,Fiber optic,98.85,3145.9,0,Month-to-month,Credit card (automatic)
1116,Male,0,No,No,39,Yes,DSL,53.85,2200.7,0,Two year,Credit card (automatic)
1117,Female,0,No,No,38,Yes,No,24.25,914.4,0,One year,Electronic check
1118,Male,0,No,No,52,Yes,Fiber optic,89.45,4577.75,0,Two year,Credit card (automatic)
1119,Female,0,Yes,Yes,48,Yes,Fiber optic,105.25,4997.5,0,Month-to-month,Credit card (automatic)
1120,Male,0,Yes,Yes,70,No,DSL,59.5,4144.8,0,Two year,Bank transfer (automatic)
1121,Male,0,No,No,20,Yes,Fiber optic,70.55,1493.55,0,Month-to-month,Credit card (automatic)
1122,Female,0,No,No,50,Yes,DSL,82.5,4179.1,0,One year,Credit card (automatic)
1123,Female,0,No,No,19,No,DSL,44.85,893.55,1,One year,Credit card (automatic)
1124,Male,0,Yes,Yes,25,Yes,DSL,61.6,1611.0,0,One year,Bank transfer (automatic)
1125,Male,0,No,No,12,Yes,DSL,49.05,593.05,0,Month-to-month,Bank transfer (automatic)
1126,Male,1,Yes,No,39,Yes,Fiber optic,105.65,4284.8,1,Month-to-month,Electronic check
1127,Male,0,No,No,7,Yes,Fiber optic,74.65,544.55,1,Month-to-month,Mailed check
1128,Female,0,Yes,Yes,23,Yes,DSL,66.25,1533.8,0,One year,Mailed check
1129,Male,0,No,No,27,Yes,No,19.4,529.8,0,Month-to-month,Electronic check
1130,Male,1,No,No,47,Yes,Fiber optic,86.05,3865.6,0,Month-to-month,Credit card (automatic)
1131,Male,0,Yes,Yes,26,Yes,No,19.15,515.75,0,Two year,Credit card (automatic)
1132,Female,0,Yes,No,14,Yes,DSL,64.7,941.0,1,Month-to-month,Bank transfer (automatic)
1133,Female,1,Yes,No,11,Yes,Fiber optic,104.05,1133.65,1,Month-to-month,Bank transfer (automatic)
1134,Male,0,No,Yes,2,Yes,No,19.25,48.35,0,Month-to-month,Mailed check
1135,Female,0,Yes,Yes,26,Yes,Fiber optic,81.95,2070.05,0,Month-to-month,Electronic check
1136,Female,1,Yes,No,72,Yes,Fiber optic,114.65,8333.95,0,Two year,Bank transfer (automatic)
1137,Female,0,Yes,Yes,63,Yes,No,20.0,1209.25,0,Two year,Credit card (automatic)
1138,Male,0,Yes,Yes,71,Yes,No,19.8,1396.25,0,Two year,Mailed check
1139,Male,0,Yes,Yes,11,Yes,DSL,65.15,723.35,0,Month-to-month,Bank transfer (automatic)
1140,Male,1,Yes,No,14,Yes,No,19.65,228.65,0,One year,Mailed check
1141,Female,0,No,Yes,13,Yes,DSL,88.95,1161.75,0,Two year,Credit card (automatic)
1142,Male,0,No,Yes,6,Yes,No,20.2,98.35,0,Month-to-month,Mailed check
1143,Male,1,Yes,Yes,11,Yes,Fiber optic,75.2,775.3,0,Month-to-month,Credit card (automatic)
1144,Male,0,Yes,No,18,Yes,DSL,56.8,1074.65,0,Month-to-month,Credit card (automatic)
1145,Male,0,No,No,1,No,DSL,35.55,35.55,1,Month-to-month,Electronic check
1146,Female,0,Yes,No,32,Yes,Fiber optic,75.5,2324.7,0,Month-to-month,Bank transfer (automatic)
1147,Male,0,No,No,29,No,DSL,35.6,1072.6,0,One year,Mailed check
1148,Female,0,No,No,3,Yes,DSL,60.25,170.5,0,Month-to-month,Electronic check
1149,Female,0,No,No,2,Yes,Fiber optic,95.15,196.9,1,Month-to-month,Electronic check
1150,Male,0,Yes,Yes,13,Yes,Fiber optic,96.65,1162.85,1,Month-to-month,Mailed check
1151,Female,0,No,No,41,No,DSL,40.35,1677.85,0,Month-to-month,Electronic check
1152,Female,0,No,No,1,Yes,No,18.85,18.85,0,Month-to-month,Electronic check
1153,Male,0,No,No,7,Yes,DSL,54.85,370.4,0,Month-to-month,Mailed check
1154,Female,0,Yes,No,52,Yes,DSL,64.3,3410.6,0,One year,Mailed check
1155,Female,0,Yes,Yes,45,Yes,No,24.65,1138.8,0,Two year,Bank transfer (automatic)
1156,Male,0,Yes,No,70,Yes,DSL,76.1,5264.25,0,Two year,Credit card (automatic)
1157,Female,0,No,No,53,Yes,No,18.7,1005.7,0,Two year,Mailed check
1158,Female,1,Yes,No,62,Yes,Fiber optic,97.95,5936.55,0,One year,Credit card (automatic)
1159,Female,0,Yes,No,60,Yes,Fiber optic,94.1,5475.9,0,Month-to-month,Credit card (automatic)
1160,Female,1,Yes,No,3,Yes,Fiber optic,80.4,224.05,1,Month-to-month,Electronic check
1161,Female,1,Yes,No,23,Yes,Fiber optic,95.1,2326.05,0,Month-to-month,Electronic check
1162,Male,0,No,Yes,1,No,DSL,31.35,31.35,1,Month-to-month,Mailed check
1163,Female,0,No,No,67,Yes,DSL,72.35,4991.5,0,One year,Bank transfer (automatic)
1164,Female,0,No,No,12,Yes,Fiber optic,89.75,1052.4,1,Month-to-month,Bank transfer (automatic)
1165,Female,1,Yes,No,71,Yes,DSL,82.7,5831.2,0,Two year,Bank transfer (automatic)
1166,Male,0,No,No,25,Yes,No,19.9,510.8,0,One year,Credit card (automatic)
1167,Female,0,No,No,5,Yes,DSL,53.8,283.95,0,Month-to-month,Electronic check
1168,Male,0,No,No,26,Yes,DSL,51.55,1295.4,0,One year,Credit card (automatic)
1169,Male,0,Yes,Yes,1,Yes,No,19.65,19.65,0,One year,Mailed check
1170,Male,1,No,No,70,No,DSL,44.05,3011.65,0,One year,Credit card (automatic)
1171,Male,0,Yes,Yes,72,Yes,Fiber optic,114.0,8093.15,0,Two year,Electronic check
1172,Male,0,Yes,No,60,Yes,Fiber optic,94.4,5610.25,1,One year,Electronic check
1173,Female,1,Yes,Yes,32,Yes,Fiber optic,100.4,3217.65,0,Month-to-month,Electronic check
1174,Male,0,No,No,1,Yes,No,19.85,19.85,1,Month-to-month,Electronic check
1175,Female,0,No,No,14,Yes,DSL,54.25,773.2,0,One year,Mailed check
1176,Female,0,No,No,13,Yes,Fiber optic,80.0,1029.35,0,Month-to-month,Credit card (automatic)
1177,Female,0,No,No,6,Yes,Fiber optic,109.9,669.45,1,Month-to-month,Credit card (automatic)
1178,Female,0,No,No,46,Yes,DSL,79.2,3593.8,0,Two year,Mailed check
1179,Male,0,No,No,15,Yes,Fiber optic,101.35,1553.95,1,Month-to-month,Electronic check
1180,Male,1,Yes,No,43,Yes,Fiber optic,94.3,3953.15,0,Month-to-month,Electronic check
1181,Male,0,No,No,39,Yes,DSL,49.8,1971.15,0,Two year,Bank transfer (automatic)
1182,Male,1,No,No,21,Yes,DSL,60.05,1236.15,1,Month-to-month,Bank transfer (automatic)
1183,Male,0,No,No,57,No,DSL,53.75,3196.0,0,Month-to-month,Electronic check
1184,Female,0,Yes,No,53,Yes,Fiber optic,93.45,4872.2,0,One year,Electronic check
1185,Male,0,Yes,Yes,18,Yes,Fiber optic,87.9,1500.5,0,Month-to-month,Mailed check
1186,Female,0,No,No,1,Yes,DSL,60.15,60.15,1,Month-to-month,Electronic check
1187,Female,0,Yes,No,58,Yes,DSL,61.05,3478.75,0,One year,Bank transfer (automatic)
1188,Female,1,No,No,71,Yes,Fiber optic,104.05,7413.55,0,Two year,Bank transfer (automatic)
1189,Female,0,No,No,35,Yes,Fiber optic,99.25,3532.0,0,One year,Electronic check
1190,Male,0,No,No,3,Yes,Fiber optic,85.7,256.75,0,Month-to-month,Credit card (automatic)
1191,Male,0,No,No,38,Yes,Fiber optic,104.85,3887.25,0,One year,Electronic check
1192,Male,0,Yes,Yes,35,Yes,DSL,69.15,2490.15,0,Two year,Credit card (automatic)
1193,Male,0,No,No,7,Yes,Fiber optic,90.45,593.45,1,Month-to-month,Electronic check
1194,Female,0,No,No,47,Yes,DSL,74.45,3510.3,0,Two year,Mailed check
1195,Female,0,No,No,14,Yes,DSL,50.45,765.45,0,Month-to-month,Electronic check
1196,Female,1,Yes,No,20,Yes,DSL,60.0,1259.35,0,Month-to-month,Electronic check
1197,Male,0,Yes,No,66,Yes,DSL,85.25,5538.35,0,Two year,Electronic check
1198,Male,0,Yes,No,15,Yes,No,19.45,340.85,0,Month-to-month,Credit card (automatic)
1199,Female,0,No,No,42,Yes,No,20.75,844.45,0,Two year,Bank transfer (automatic)
1200,Female,0,Yes,No,17,Yes,Fiber optic,78.9,1348.95,0,Month-to-month,Electronic check
1201,Male,0,No,No,37,Yes,Fiber optic,104.5,3778.0,0,One year,Credit card (automatic)
1202,Female,0,No,No,12,Yes,DSL,49.4,611.65,0,Month-to-month,Electronic check
1203,Male,0,Yes,No,53,Yes,Fiber optic,94.25,4867.95,1,One year,Bank transfer (automatic)
1204,Female,0,No,No,60,Yes,No,25.0,1505.05,0,Two year,Mailed check
1205,Male,0,Yes,Yes,18,No,DSL,25.55,467.85,0,Month-to-month,Credit card (automatic)
1206,Male,0,No,No,1,Yes,Fiber optic,74.9,74.9,1,Month-to-month,Electronic check
1207,Female,0,No,No,3,Yes,Fiber optic,70.15,194.2,0,Month-to-month,Electronic check
1208,Female,0,No,Yes,9,Yes,DSL,69.4,571.45,0,Month-to-month,Credit card (automatic)
1209,Female,0,No,No,1,Yes,Fiber optic,80.25,80.25,1,Month-to-month,Electronic check
1210,Male,0,Yes,No,56,Yes,Fiber optic,93.15,5253.95,0,One year,Electronic check
1211,Male,0,Yes,Yes,17,Yes,Fiber optic,69.0,1149.65,1,Month-to-month,Electronic check
1212,Female,0,Yes,Yes,11,Yes,DSL,66.35,740.8,1,Month-to-month,Electronic check
1213,Male,0,No,No,7,Yes,Fiber optic,69.55,521.35,0,Month-to-month,Electronic check
1214,Female,0,Yes,Yes,69,Yes,No,20.2,1412.65,0,Two year,Bank transfer (automatic)
1215,Male,0,No,No,19,Yes,Fiber optic,86.0,1532.45,1,Month-to-month,Bank transfer (automatic)
1216,Female,0,Yes,Yes,3,Yes,Fiber optic,80.3,250.05,1,Month-to-month,Electronic check
1217,Male,0,Yes,Yes,54,Yes,No,20.4,1090.6,0,Two year,Credit card (automatic)
1218,Male,0,Yes,No,62,Yes,No,23.75,1446.8,0,One year,Credit card (automatic)
1219,Male,0,No,No,24,Yes,Fiber optic,90.55,2282.55,1,Month-to-month,Credit card (automatic)
1220,Female,0,Yes,Yes,62,Yes,DSL,70.45,4300.45,0,Month-to-month,Credit card (automatic)
1221,Male,0,No,No,17,Yes,DSL,65.75,1111.2,0,Month-to-month,Bank transfer (automatic)
1222,Male,0,No,No,9,No,DSL,24.6,190.1,0,Month-to-month,Mailed check
1223,Male,0,Yes,Yes,64,Yes,DSL,69.25,4447.75,0,Two year,Mailed check
1224,Female,0,No,No,2,Yes,Fiber optic,75.9,143.35,1,Month-to-month,Electronic check
1225,Male,0,Yes,Yes,1,Yes,DSL,45.85,45.85,1,Month-to-month,Mailed check
1226,Female,0,Yes,No,16,No,DSL,49.95,810.2,1,Month-to-month,Electronic check
1227,Female,0,Yes,No,72,Yes,No,24.65,1830.05,0,Two year,Bank transfer (automatic)
1228,Male,0,No,No,30,Yes,Fiber optic,90.4,2820.65,0,One year,Bank transfer (automatic)
1229,Female,0,Yes,No,49,Yes,Fiber optic,100.85,4847.35,0,Month-to-month,Mailed check
1230,Male,0,Yes,No,61,Yes,DSL,75.35,4729.3,0,Two year,Credit card (automatic)
1231,Male,0,Yes,Yes,47,Yes,Fiber optic,87.2,4017.45,0,Month-to-month,Electronic check
1232,Male,0,No,No,20,Yes,DSL,64.4,1398.6,0,Month-to-month,Credit card (automatic)
1233,Male,0,Yes,Yes,34,Yes,Fiber optic,78.3,2564.3,1,Month-to-month,Electronic check
1234,Female,0,Yes,Yes,70,Yes,No,24.7,1685.9,0,Two year,Bank transfer (automatic)
1235,Male,0,No,Yes,54,Yes,Fiber optic,105.85,5826.65,0,One year,Electronic check
1236,Male,1,Yes,No,61,Yes,Fiber optic,98.3,6066.55,0,One year,Mailed check
1237,Male,0,No,No,3,Yes,Fiber optic,76.95,228.4,1,Month-to-month,Electronic check
1238,Male,0,No,No,13,Yes,No,19.45,270.2,0,One year,Mailed check
1239,Female,1,No,No,16,Yes,Fiber optic,96.15,1529.2,1,Month-to-month,Electronic check
1240,Female,0,Yes,Yes,3,Yes,DSL,58.7,168.6,0,Month-to-month,Credit card (automatic)
1241,Male,0,No,No,25,Yes,No,20.15,536.35,0,Month-to-month,Mailed check
1242,Male,0,No,No,30,Yes,DSL,64.5,1888.45,0,Month-to-month,Mailed check
1243,Female,0,Yes,No,21,No,DSL,28.5,629.35,0,Month-to-month,Electronic check
1244,Male,0,No,No,1,Yes,DSL,45.3,45.3,1,Month-to-month,Electronic check
1245,Female,0,No,No,15,Yes,No,19.4,289.3,1,Month-to-month,Bank transfer (automatic)
1246,Male,1,Yes,No,23,Yes,Fiber optic,90.45,2117.25,0,Month-to-month,Electronic check
1247,Female,0,Yes,Yes,45,Yes,Fiber optic,105.15,4730.9,0,Month-to-month,Electronic check
1248,Female,0,Yes,Yes,24,Yes,Fiber optic,83.15,2033.05,0,One year,Bank transfer (automatic)
1249,Female,0,No,No,11,Yes,Fiber optic,90.15,987.95,1,Month-to-month,Electronic check
1250,Male,0,No,No,1,Yes,DSL,45.05,45.05,1,Month-to-month,Mailed check
1251,Female,0,Yes,No,56,Yes,Fiber optic,103.2,5744.35,0,Two year,Bank transfer (automatic)
1252,Female,0,No,No,1,Yes,Fiber optic,75.8,75.8,1,Month-to-month,Electronic check
1253,Male,0,No,No,1,Yes,No,19.45,19.45,0,Month-to-month,Electronic check
1254,Female,0,No,No,7,Yes,Fiber optic,79.3,523.15,1,Month-to-month,Electronic check
1255,Female,1,Yes,No,55,Yes,Fiber optic,88.8,4805.3,0,Two year,Credit card (automatic)
1256,Female,0,No,No,2,No,DSL,30.9,59.05,1,Month-to-month,Electronic check
1257,Female,0,Yes,Yes,72,Yes,DSL,85.9,6110.75,0,Two year,Credit card (automatic)
1258,Female,1,No,No,45,No,DSL,34.2,1596.6,0,One year,Electronic check
1259,Female,0,No,No,47,Yes,No,20.15,1046.2,0,Two year,Mailed check
1260,Female,1,No,No,46,Yes,Fiber optic,95.25,4424.2,1,One year,Credit card (automatic)
1261,Male,0,No,No,2,Yes,DSL,50.3,92.75,0,Month-to-month,Mailed check
1262,Female,0,Yes,No,2,Yes,Fiber optic,80.15,194.55,0,Month-to-month,Electronic check
1263,Female,0,Yes,No,12,Yes,DSL,51.25,612.1,0,Month-to-month,Electronic check
1264,Female,1,Yes,No,68,Yes,Fiber optic,89.6,6127.6,1,Month-to-month,Bank transfer (automatic)
1265,Male,0,Yes,Yes,69,Yes,Fiber optic,95.2,6671.7,0,Two year,Credit card (automatic)
1266,Male,1,No,Yes,56,Yes,Fiber optic,94.8,5264.3,0,One year,Credit card (automatic)
1267,Female,1,No,No,4,Yes,Fiber optic,80.25,303.7,0,Month-to-month,Electronic check
1268,Male,0,Yes,No,64,Yes,DSL,76.1,4818.8,0,Two year,Bank transfer (automatic)
1269,Male,0,Yes,No,59,Yes,Fiber optic,110.15,6448.05,1,One year,Electronic check
1270,Male,0,Yes,Yes,62,Yes,Fiber optic,115.55,7159.05,0,Two year,Bank transfer (automatic)
1271,Male,0,Yes,Yes,63,Yes,No,24.65,1574.5,0,Two year,Credit card (automatic)
1272,Female,0,No,No,53,No,DSL,53.6,2879.2,0,One year,Electronic check
1273,Male,0,Yes,Yes,5,Yes,No,19.45,86.05,0,Month-to-month,Mailed check
1274,Male,1,Yes,No,49,Yes,Fiber optic,88.2,4159.45,0,Month-to-month,Electronic check
1275,Female,0,Yes,Yes,62,Yes,Fiber optic,101.15,6638.35,0,Two year,Bank transfer (automatic)
1276,Female,0,Yes,No,55,Yes,DSL,56.8,3112.05,0,Two year,Mailed check
1277,Female,1,Yes,No,71,Yes,Fiber optic,99.4,7168.25,0,Two year,Electronic check
1278,Female,0,Yes,Yes,72,Yes,No,20.1,1326.25,0,Two year,Credit card (automatic)
1279,Male,0,Yes,Yes,36,No,DSL,60.7,2234.55,0,One year,Credit card (automatic)
1280,Male,0,Yes,No,25,Yes,No,20.95,495.15,0,One year,Bank transfer (automatic)
1281,Female,1,Yes,No,72,Yes,Fiber optic,114.85,8317.95,0,Two year,Bank transfer (automatic)
1282,Female,0,No,No,36,Yes,No,19.25,679.8,0,One year,Bank transfer (automatic)
1283,Male,0,No,No,1,Yes,DSL,62.8,62.8,0,Month-to-month,Mailed check
1284,Female,0,Yes,No,72,Yes,Fiber optic,105.5,7544.0,0,Two year,Electronic check
1285,Male,0,Yes,Yes,59,Yes,No,19.85,1188.25,0,Two year,Mailed check
1286,Male,1,Yes,No,7,Yes,Fiber optic,89.5,676.7,1,Month-to-month,Electronic check
1287,Female,0,No,No,1,Yes,DSL,74.1,74.1,0,One year,Credit card (automatic)
1288,Female,0,Yes,Yes,30,Yes,Fiber optic,107.5,3242.5,0,Month-to-month,Electronic check
1289,Male,0,No,No,64,Yes,No,19.55,1240.15,0,Two year,Mailed check
1290,Male,0,No,No,63,Yes,DSL,68.8,4111.35,0,One year,Bank transfer (automatic)
1291,Male,1,Yes,No,72,Yes,DSL,84.45,5899.85,0,Two year,Credit card (automatic)
1292,Male,0,Yes,No,8,Yes,Fiber optic,75.0,632.95,1,Month-to-month,Electronic check
1293,Female,0,No,No,62,Yes,DSL,84.5,5193.2,0,Two year,Bank transfer (automatic)
1294,Male,0,Yes,Yes,67,Yes,Fiber optic,111.2,7530.8,0,Two year,Bank transfer (automatic)
1295,Male,0,No,No,6,Yes,DSL,44.75,270.95,1,Month-to-month,Electronic check
1296,Female,0,Yes,Yes,70,Yes,DSL,80.6,5460.2,0,Two year,Bank transfer (automatic)
1297,Female,1,No,No,20,Yes,Fiber optic,80.7,1614.2,0,Month-to-month,Bank transfer (automatic)
1298,Female,0,No,No,5,Yes,Fiber optic,75.6,402.5,0,Month-to-month,Electronic check
1299,Female,0,Yes,Yes,24,No,DSL,57.6,1367.75,0,One year,Electronic check
1300,Female,0,Yes,No,11,Yes,DSL,44.05,483.7,1,Month-to-month,Electronic check
1301,Male,0,Yes,No,72,Yes,Fiber optic,110.6,7962.2,0,Two year,Credit card (automatic)
1302,Female,0,Yes,Yes,66,Yes,DSL,58.2,3810.8,0,Two year,Credit card (automatic)
1303,Female,0,Yes,Yes,45,Yes,DSL,81.0,3533.6,0,Two year,Mailed check
1304,Female,0,Yes,Yes,69,Yes,No,19.7,1396.9,0,Two year,Bank transfer (automatic)
1305,Male,1,Yes,No,15,Yes,Fiber optic,85.6,1345.55,1,Month-to-month,Bank transfer (automatic)
1306,Female,0,No,No,28,Yes,DSL,59.55,1646.45,0,Month-to-month,Bank transfer (automatic)
1307,Female,0,No,No,70,Yes,Fiber optic,115.55,8127.6,1,One year,Credit card (automatic)
1308,Female,0,No,No,36,Yes,DSL,75.55,2680.15,0,One year,Mailed check
1309,Male,1,No,No,16,Yes,Fiber optic,86.6,1281.0,1,Month-to-month,Electronic check
1310,Female,0,No,No,18,Yes,Fiber optic,85.2,1553.9,1,Month-to-month,Electronic check
1311,Female,0,Yes,No,34,Yes,Fiber optic,97.65,3207.55,1,Month-to-month,Electronic check
1312,Male,0,Yes,Yes,42,No,DSL,45.1,2049.05,0,One year,Credit card (automatic)
1313,Male,0,No,No,48,Yes,DSL,70.95,3629.2,0,One year,Bank transfer (automatic)
1314,Male,0,Yes,No,47,Yes,Fiber optic,109.55,5124.55,1,Month-to-month,Electronic check
1315,Female,0,Yes,Yes,39,Yes,Fiber optic,89.55,3474.45,1,One year,Electronic check
1316,Female,0,Yes,Yes,11,Yes,No,20.9,202.3,0,Two year,Credit card (automatic)
